donor_id,name,first_name,last_name,date_of_birth,gender,email,phone_number,address,city,state,zip_code,blood_type,registration_date,is_influencer,primary_influencer_id,total_donated,avg_donation_size,donation_count,campaign_count,health_screening_count
05d13956-e1a5-4ff8-9204-2af2f626d2e7,Monica Lynch,Monica,Lynch,1999-06-10,,,,,,,,,2024-06-15 10:30:00,false,,14795,462.34375,32,1,2
05f4a56f-911e-452e-a64d-bfffa0051e2c,Chad Beck,Chad,Beck,2000-12-09,,,,,,,,,2024-06-15 10:30:00,false,,15589,445.4,35,4,2
06071549-207d-45e2-8da3-8465615dcc08,Matthew Smith,Matthew,Smith,1991-09-17,,,,,,,,,2024-06-15 10:30:00,false,,13505,435.6451613,31,1,1
0609ae86-5c1f-41fd-acb5-2ddcd9efd0e1,Thomas Cole,Thomas,Cole,1949-08-17,,,,,,,,,2024-06-15 10:30:00,false,,13489,421.53125,32,3,3
060bd9f8-b730-4977-806d-03e1dfe5cd42,Jenny Perry,Jenny,Perry,1986-09-16,,,,,,,,,2024-06-15 10:30:00,false,,9680,537.7777778,18,1,1
0611d350-4243-461b-ae77-857e2cf5e39e,Julia Miller,Julia,Miller,1961-07-21,,,,,,,,,2024-06-15 10:30:00,false,,7057,470.4666667,15,1,3
0641295b-ce22-4d25-bd22-235a9c19808a,Joshua Aguilar,Joshua,Aguilar,1963-05-15,,,,,,,,,2024-06-15 10:30:00,false,,13936,449.5483871,31,1,2
065c5194-b678-44dd-9df6-29101fa5d57b,Beth Castro,Beth,Castro,1990-07-29,,,,,,,,,2024-06-15 10:30:00,true,065c5194-b678-44dd-9df6-29101fa5d57b,10329,469.5,22,5,3
067c7536-bbb2-4aa7-9b5f-7d50dc620a50,Christopher Padilla,Christopher,Padilla,1954-12-26,,,,,,,,,2024-06-15 10:30:00,false,,16232,523.6129032,31,1,3
068815af-4e70-447a-b267-8fb55972f649,Katherine Jones,Katherine,Jones,1951-11-05,,,,,,,,,2024-06-15 10:30:00,false,,8009,500.5625,16,2,1
069081fa-e46f-47b7-aa16-619ad3671862,Daniel Mcintyre,Daniel,Mcintyre,1975-06-11,,,,,,,,,2024-06-15 10:30:00,false,,10820,432.8,25,5,2
06b2c83a-8f99-4891-91ca-4279b310d78c,Robert Fuentes,Robert,Fuentes,1948-05-25,,,,,,,,,2024-06-15 10:30:00,false,,9565,531.3888889,18,3,1
0718c6fe-b52e-4df5-b353-754a863ab27b,Zachary Burke,Zachary,Burke,1998-11-20,,,,,,,,,2024-06-15 10:30:00,false,,9827,517.2105263,19,2,1
07338794-c8f2-464c-b29a-9f1722ff75a3,Melissa Bowen,Melissa,Bowen,2002-05-19,,,,,,,,,2024-06-15 10:30:00,false,,6370,424.6666667,15,4,2
0748175f-9a12-4919-8233-33c7b187f869,Dana Griffin,Dana,Griffin,1989-02-19,,,,,,,,,2024-06-15 10:30:00,false,,11525,523.8636364,22,1,1
077c848e-21dd-4f42-9209-bb7bf309722c,Candace Thompson,Candace,Thompson,1989-07-18,,,,,,,,,2024-06-15 10:30:00,false,,16044,501.375,32,2,3
07ba2820-2d0b-411c-9bc8-b02a8f3cbbf5,Patrick Mahoney,Patrick,Mahoney,1985-03-31,,,,,,,,,2024-06-15 10:30:00,false,,17870,525.5882353,34,5,2
07c08a95-b20e-4c0c-a920-c478180d67f3,Charles Bennett,Charles,Bennett,1976-07-18,,,,,,,,,2024-06-15 10:30:00,false,,15828,452.2285714,35,3,3
082ff939-d3a4-4410-b531-56ee76bdf63c,Jason Chambers,Jason,Chambers,1994-01-02,,,,,,,,,2024-06-15 10:30:00,false,,15442,482.5625,32,1,1
083b4153-5acd-4bcc-9fe2-62b22a964279,Vanessa Evans,Vanessa,Evans,2002-05-07,,,,,,,,,2024-06-15 10:30:00,true,083b4153-5acd-4bcc-9fe2-62b22a964279,771,385.5,2,4,2
0850b612-3950-41e3-8ce0-11737d091b64,Jose Russo,Jose,Russo,1969-02-10,,,,,,,,,2024-06-15 10:30:00,false,,10977,477.2608696,23,4,2
0859aa9f-b527-4dda-ab22-2b9f935444e5,Molly Vasquez,Molly,Vasquez,1993-03-28,,,,,,,,,2024-06-15 10:30:00,true,0859aa9f-b527-4dda-ab22-2b9f935444e5,15232,461.5757576,33,4,3
0880292e-7620-468e-8b64-2ac0c7eb23a0,Kyle Gutierrez,Kyle,Gutierrez,1962-08-12,,,,,,,,,2024-06-15 10:30:00,false,,12026,400.8666667,30,3,3
08b688ff-5974-463c-8d73-78b65024ed33,Anthony Lozano,Anthony,Lozano,1966-06-21,,,,,,,,,2024-06-15 10:30:00,true,08b688ff-5974-463c-8d73-78b65024ed33,1524,508,3,1,2
08e6e9a2-5438-456c-881c-a42c597d8a40,Jennifer Campbell,Jennifer,Campbell,1992-07-16,,,,,,,,,2024-06-15 10:30:00,false,,9466,430.2727273,22,2,3
08ec7f35-6afd-44aa-8380-b5155d710f89,Stephanie Taylor,Stephanie,Taylor,1951-10-31,,,,,,,,,2024-06-15 10:30:00,false,,9971,524.7894737,19,2,1
094e4237-55bc-438a-af41-ef1259b44f0f,Lori Scott,Lori,Scott,1966-03-11,,,,,,,,,2024-06-15 10:30:00,true,094e4237-55bc-438a-af41-ef1259b44f0f,8340,490.5882353,17,1,3
095d853b-5ffa-4f29-9f51-7e0bfebbfc9a,Tammy Harrison,Tammy,Harrison,1972-07-11,,,,,,,,,2024-06-15 10:30:00,false,,9405,553.2352941,17,3,2
09655322-124c-4513-8b6e-0b1f0060ea81,Timothy Simpson,Timothy,Simpson,2000-02-19,,,,,,,,,2024-06-15 10:30:00,false,,15155,445.7352941,34,1,2
096d9182-70c9-4066-b200-1f480c9c5c0e,Donna Wade,Donna,Wade,1989-05-07,,,,,,,,,2024-06-15 10:30:00,false,,8621,431.05,20,3,1
09bd34ec-e321-441d-b6c6-8b630adab478,Catherine Shannon,Catherine,Shannon,2000-03-15,,,,,,,,,2024-06-15 10:30:00,true,09bd34ec-e321-441d-b6c6-8b630adab478,11803,472.12,25,1,2
09cc5a9d-b3eb-45c6-8203-f3293060a4ba,Jason Steele,Jason,Steele,1968-06-22,,,,,,,,,2024-06-15 10:30:00,false,,2107,702.3333333,3,3,1
09f6f90b-e8c9-4f8c-81e8-bec7f1f010e7,Danielle Robertson,Danielle,Robertson,1990-02-11,,,,,,,,,2024-06-15 10:30:00,true,09f6f90b-e8c9-4f8c-81e8-bec7f1f010e7,7996,470.3529412,17,3,2
0a1b2bd4-a0b5-4294-a5b3-1f525f325114,Amber Moyer,Amber,Moyer,2004-10-25,,,,,,,,,2024-06-15 10:30:00,true,0a1b2bd4-a0b5-4294-a5b3-1f525f325114,9047,532.1764706,17,4,3
0a414243-d75b-40e2-b980-0ee52544dd21,Becky Moore,Becky,Moore,2001-07-09,,,,,,,,,2024-06-15 10:30:00,false,,11664,466.56,25,5,2
0a6bb360-9e2f-4814-833f-5918fdcd6525,Michael Garcia,Michael,Garcia,1967-09-17,,,,,,,,,2024-06-15 10:30:00,false,,14208,489.9310345,29,2,2
0a6be1cc-6c67-42ac-a7e6-d550e33e3797,Ryan Gray,Ryan,Gray,1974-03-25,,,,,,,,,2024-06-15 10:30:00,false,,1924,641.3333333,3,4,2
0a7a7de1-80d3-43b8-9168-c7e595aae3f7,Brian Hicks,Brian,Hicks,1961-09-20,,,,,,,,,2024-06-15 10:30:00,true,0a7a7de1-80d3-43b8-9168-c7e595aae3f7,9271,463.55,20,1,3
0a81c4d2-4bbb-4f9d-a53a-caf49d5821ce,Trevor Hale,Trevor,Hale,1970-01-03,,,,,,,,,2024-06-15 10:30:00,false,,7336,458.5,16,1,1
0a8b47e6-a7f1-4850-a8fa-45e412f2a360,Jacob Torres,Jacob,Torres,1989-02-03,,,,,,,,,2024-06-15 10:30:00,false,,15395,452.7941176,34,5,2
0ad91275-dce9-492e-b6f5-330111a54564,Casey Ramos,Casey,Ramos,1953-10-26,,,,,,,,,2024-06-15 10:30:00,true,0ad91275-dce9-492e-b6f5-330111a54564,16066,554,29,1,3
0b113918-d94f-40ee-b572-3b18a96579ce,James Harrison,James,Harrison,1966-05-08,,,,,,,,,2024-06-15 10:30:00,false,,16130,488.7878788,33,1,2
0b1d32c9-a5bc-48fb-9bb2-897afc133a69,Mark Estes,Mark,Estes,1954-09-13,,,,,,,,,2024-06-15 10:30:00,false,,9939,432.1304348,23,1,2
0b2d4489-0c42-4a0c-8861-a46c9a6a0555,Kenneth Bradshaw,Kenneth,Bradshaw,1964-05-25,,,,,,,,,2024-06-15 10:30:00,false,,15384,496.2580645,31,4,2
0b309f63-fa38-40af-a7df-3c4200a4aaa7,Teresa Jones,Teresa,Jones,1955-06-13,,,,,,,,,2024-06-15 10:30:00,false,,6868,429.25,16,3,2
0b3f7650-a98b-4350-ac57-585e86d1a27b,Jason Lynn,Jason,Lynn,1965-10-07,,,,,,,,,2024-06-15 10:30:00,false,,15752,450.0571429,35,1,2
0b470338-548c-4ff3-84ec-b51dfb13c44f,Christopher Wagner,Christopher,Wagner,1978-02-22,,,,,,,,,2024-06-15 10:30:00,true,0b470338-548c-4ff3-84ec-b51dfb13c44f,10911,436.44,25,2,3
0b6beb5b-9df9-46a1-a46b-4235e2d840f1,Sharon Stephens,Sharon,Stephens,1978-07-14,,,,,,,,,2024-06-15 10:30:00,false,,829,414.5,2,5,2
0b6d4819-16a3-4136-83ff-aaf69b07ee68,Michael Hall,Michael,Hall,1965-08-23,,,,,,,,,2024-06-15 10:30:00,false,,1934,644.6666667,3,4,1
0b874b28-e3bc-4d1a-8664-7e06a33d833a,Dorothy Hall,Dorothy,Hall,1998-05-31,,,,,,,,,2024-06-15 10:30:00,false,,8971,472.1578947,19,4,2
0bb41e3b-7359-424f-b644-945ecc019b7e,Brenda Chase,Brenda,Chase,1945-06-27,,,,,,,,,2024-06-15 10:30:00,false,,8234,484.3529412,17,2,1
0bbffdb0-b3e5-452a-891d-43bc7501f262,Carol Newman,Carol,Newman,1999-12-05,,,,,,,,,2024-06-15 10:30:00,false,,7244,381.2631579,19,1,1
0bc74695-ed15-448e-a064-740f3206d009,Stephen Mcdaniel,Stephen,Mcdaniel,2002-05-12,,,,,,,,,2024-06-15 10:30:00,false,,15059,442.9117647,34,1,3
0be5c044-3228-4950-aeeb-275ac2ccba31,Christine Rodriguez,Christine,Rodriguez,1976-10-09,,,,,,,,,2024-06-15 10:30:00,true,0be5c044-3228-4950-aeeb-275ac2ccba31,15183,506.1,30,2,1
0c050158-6ab8-4a27-8793-e4e35c6dfe1c,Katherine Roberts,Katherine,Roberts,2004-10-02,,,,,,,,,2024-06-15 10:30:00,false,,15783,478.2727273,33,5,2
0c1def4f-0e4a-4e55-9f28-1d92864f3588,Travis Hoffman,Travis,Hoffman,2006-12-04,,,,,,,,,2024-06-15 10:30:00,false,,16216,463.3142857,35,2,2
0c5539c4-61cd-4fb9-bd5e-e210e9e41af6,Mary Smith,Mary,Smith,1996-08-19,,,,,,,,,2024-06-15 10:30:00,false,,11088,410.6666667,27,1,2
0cbf2c03-c632-4ff5-ae37-e46ea7a2be7c,James Blair,James,Blair,1953-10-11,,,,,,,,,2024-06-15 10:30:00,true,0cbf2c03-c632-4ff5-ae37-e46ea7a2be7c,14084,440.125,32,5,2
0ccde19e-d62c-4c13-a5ef-5fd265a090ea,Anne Woods,Anne,Woods,2001-05-31,,,,,,,,,2024-06-15 10:30:00,false,,2230,743.3333333,3,1,1
0cd47a3a-4503-45bb-802c-b111b43cb890,Julia Velazquez,Julia,Velazquez,1971-06-07,,,,,,,,,2024-06-15 10:30:00,false,,15976,499.25,32,1,2
0cf81293-7a5c-48e8-b7b8-8a2069a39867,Alexandra Garza,Alexandra,Garza,2002-09-26,,,,,,,,,2024-06-15 10:30:00,false,,11915,541.5909091,22,5,3
0d07f10f-9445-4bdb-b5c9-437b03440626,James Scott,James,Scott,1971-04-28,,,,,,,,,2024-06-15 10:30:00,true,0d07f10f-9445-4bdb-b5c9-437b03440626,8205,482.6470588,17,3,2
0d09e507-7494-4116-adf2-8b32a9990fbc,Joseph Blackburn,Joseph,Blackburn,2000-08-28,,,,,,,,,2024-06-15 10:30:00,false,,11087,461.9583333,24,3,1
0def33bf-4d0a-41c8-ae3f-c5020521d075,Theresa Cabrera,Theresa,Cabrera,1973-01-11,,,,,,,,,2024-06-15 10:30:00,false,,9887,449.4090909,22,1,3
0e174672-fa48-4e6e-b265-96087895f4d1,Stephen Anderson,Stephen,Anderson,1985-08-25,,,,,,,,,2024-06-15 10:30:00,false,,8866,554.125,16,5,3
0e4c7eae-8e91-4187-be4a-69f19582623d,Derek Turner,Derek,Turner,1999-02-25,,,,,,,,,2024-06-15 10:30:00,false,,16551,472.8857143,35,4,2
0e6153f5-edfd-4536-982c-6e86318ca951,Cindy Miller,Cindy,Miller,2000-09-09,,,,,,,,,2024-06-15 10:30:00,true,0e6153f5-edfd-4536-982c-6e86318ca951,9252,486.9473684,19,3,3
0e7c2455-3a4d-42fb-8b04-bc984c3620cb,Richard Murray,Richard,Murray,1953-03-20,,,,,,,,,2024-06-15 10:30:00,true,0e7c2455-3a4d-42fb-8b04-bc984c3620cb,14167,505.9642857,28,4,3
0eee9534-51d0-4ca3-af3c-50a8c90586ca,Derek Phillips,Derek,Phillips,2007-04-03,,,,,,,,,2024-06-15 10:30:00,false,,9364,445.9047619,21,3,2
0efa7f0a-9c9f-4e09-ad5f-916165662862,Kristen Campbell,Kristen,Campbell,1987-12-21,,,,,,,,,2024-06-15 10:30:00,false,,7921,528.0666667,15,1,3
0f2f6fd3-e4c0-4fab-baf3-2ea6f019c464,Nancy Green,Nancy,Green,1997-08-31,,,,,,,,,2024-06-15 10:30:00,false,,15762,463.5882353,34,4,1
0f3d3a3c-32e4-418f-a401-f27ca3a29698,Whitney Lee,Whitney,Lee,1954-09-21,,,,,,,,,2024-06-15 10:30:00,true,0f3d3a3c-32e4-418f-a401-f27ca3a29698,15348,465.0909091,33,1,3
0f672771-5dcc-4a70-830c-1e9def14bb1a,Melissa Hurst,Melissa,Hurst,2001-06-22,,,,,,,,,2024-06-15 10:30:00,false,,9540,502.1052632,19,3,3
0f6b61f8-366d-42e8-822b-6bf42cf7ffb5,Brandon Martinez,Brandon,Martinez,1964-08-01,,,,,,,,,2024-06-15 10:30:00,false,,11118,555.9,20,2,2
0f868f00-a2cc-44ac-a685-1b44c46d0644,Matthew Thompson,Matthew,Thompson,1948-08-06,,,,,,,,,2024-06-15 10:30:00,false,,16347,510.84375,32,2,3
0fa00d8a-b92e-4dfd-bc82-bb3fad502ea6,Andrew Gordon,Andrew,Gordon,1947-05-14,,,,,,,,,2024-06-15 10:30:00,false,,9305,465.25,20,3,1
0fbca3ed-44d3-44eb-92ea-afee99477576,Sandra Steele,Sandra,Steele,2004-01-27,,,,,,,,,2024-06-15 10:30:00,false,,10181,462.7727273,22,5,1
0fc55c9f-d71c-4922-8adc-3fd2854bc142,Lisa Black,Lisa,Black,1952-10-28,,,,,,,,,2024-06-15 10:30:00,false,,8083,538.8666667,15,3,3
0fde95b8-adea-4943-9233-de8783e05c5c,Melissa Snyder,Melissa,Snyder,1987-09-14,,,,,,,,,2024-06-15 10:30:00,false,,11131,445.24,25,2,3
100f52f6-a875-492e-9000-520fd0bbc2b5,Jill Bates,Jill,Bates,1952-05-16,,,,,,,,,2024-06-15 10:30:00,false,,16055,458.7142857,35,3,3
10405448-9792-44c5-b790-65de50454400,Jeffery Henry,Jeffery,Henry,1971-07-03,,,,,,,,,2024-06-15 10:30:00,false,,12944,539.3333333,24,2,1
105437dc-b48f-4cbe-886d-3749629dcbc7,Margaret Torres,Margaret,Torres,1960-07-28,,,,,,,,,2024-06-15 10:30:00,false,,7709,453.4705882,17,2,2
1058a3cf-cb7b-477c-88fa-b8130b28da25,Ryan Williamson,Ryan,Williamson,1962-03-29,,,,,,,,,2024-06-15 10:30:00,false,,18255,521.5714286,35,2,2
10858d49-8760-4f06-92d3-0238fcb4db53,Robert Mann,Robert,Mann,1988-03-15,,,,,,,,,2024-06-15 10:30:00,false,,8033,502.0625,16,4,1
10ad5a48-bcf2-452a-8c9a-dd0f0e6afe72,James Turner,James,Turner,2006-12-27,,,,,,,,,2024-06-15 10:30:00,false,,13521,436.1612903,31,5,2
10b493ac-5c91-436e-98c1-57a0283dc589,Brittney Sanford,Brittney,Sanford,1949-06-18,,,,,,,,,2024-06-15 10:30:00,false,,13291,443.0333333,30,2,2
10e1ef02-03fe-4e56-b660-62229ce21722,Anthony Dalton,Anthony,Dalton,1970-10-11,,,,,,,,,2024-06-15 10:30:00,true,10e1ef02-03fe-4e56-b660-62229ce21722,6228,346,18,4,2
110d3cfb-a2b4-4bc5-8b2d-0abf4c670fb7,Raymond Rosales,Raymond,Rosales,1963-10-20,,,,,,,,,2024-06-15 10:30:00,false,,12138,449.5555556,27,1,2
1121435c-8296-4816-baf4-6473669badaf,Brittany Moon,Brittany,Moon,1975-07-13,,,,,,,,,2024-06-15 10:30:00,true,1121435c-8296-4816-baf4-6473669badaf,10158,441.6521739,23,1,1
11395d9d-ccf8-4f27-86c3-460e7db0e446,Tracy Dickerson,Tracy,Dickerson,1990-07-29,,,,,,,,,2024-06-15 10:30:00,false,,16381,528.4193548,31,3,3
11733031-a8ef-4abe-ba8c-03b6ff81532e,Katherine Tapia,Katherine,Tapia,1962-04-24,,,,,,,,,2024-06-15 10:30:00,false,,8989,449.45,20,3,1
11c7509f-1571-4298-af6f-c1bc99c68ee9,Pamela Keith,Pamela,Keith,1955-05-29,,,,,,,,,2024-06-15 10:30:00,true,11c7509f-1571-4298-af6f-c1bc99c68ee9,11378,474.0833333,24,2,1
11ccec74-5a84-48ae-b300-67bbf4d1cb8e,Joseph Ruiz,Joseph,Ruiz,1960-09-01,,,,,,,,,2024-06-15 10:30:00,true,11ccec74-5a84-48ae-b300-67bbf4d1cb8e,10752,565.8947368,19,4,1
11cfd38d-41bb-4c28-ab9a-01de42032155,Danny Alvarado,Danny,Alvarado,1988-06-02,,,,,,,,,2024-06-15 10:30:00,false,,8597,477.6111111,18,1,2
